Objednavaci_Cislo;Název;Značka;Nakupni_Cena_EUR_s_DPH;Aktualni_Nakupni_Cena_EUR_s_DPH;Platnost_do;Doporucena_EUR_s_DPH;Aktualni_Doporucena_EUR_s_DPH;SkladManufacturer;Manufacturer_Adress;Manufacturer_email;Manufacturer_tel;Manufacturer_web
M0010027;MADRIX 5 upgrade licence ENTRY na MADRIX 5 MAXIMUM;Madrix;13928,92;13928,92;;18818,4;18818,4;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010026;MADRIX 5 upgrade licence ENTRY na MADRIX 5 ULTIMATE;Madrix;5354,32;5354,32;;7231,42;7231,42;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010024;MADRIX 5 upgrade licence ENTRY na MADRIX 5 PROFESSIONAL;Madrix;1924,55;1924,55;;2595,01;2595,01;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010023;MADRIX 5 upgrade licence ENTRY na MADRIX 5 BASIC;Madrix;552,74;552,74;;742,87;742,87;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010022;MADRIX 5 upgrade licence START na MAXIMUM;Madrix;14285,62;14285,62;;19300,47;19300,47;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010021;MADRIX 5 upgrade licence START na MADRIX 5 ULTIMATE;Madrix;5711,01;5711,01;;7713,54;7713,54;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010019;MADRIX 5 upgrade licence START na MADRIX 5 PROFESSIONAL;Madrix;2281,24;2281,24;;3077,14;3077,14;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010018;MADRIX 5 upgrade licence START na MADRIX 5 BASIC;Madrix;909,43;909,43;;1224,99;1224,99;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
M0010017;MADRIX 5 upgrade licence START na MADRIX 5 ENTRY;Madrix;406,44;406,44;;546;546;0;inoage GmbH;Wiener Strasse 56, 01219 Dresden, Germany;info@madrix.com;+4935186268690;www.madrix.com;
SA100315;AV:link USB-C sluchátka s handsfree;AV:link;5,14;5,14;30.04.2025;6,56;6,56;6;HDT impex s.r.o.;Botanická 283/3, 362 63 Dalovice, Česká republika;info@hdt.cz;+420353222267;www.hdt.cz;
SA100547;AV:link Powerband, Bluetooth bezdrátová sluchátka;AV:link;14,22;14,22;28.02.2026;18,04;18,04;19;HDT impex s.r.o.;Botanická 283/3, 362 63 Dalovice, Česká republika;info@hdt.cz;+420353222267;www.hdt.cz;
SA122423;AV:link Adaptér VGA – HDMI;AV:link;9,84;9,84;04.12.2024;12,35;12,35;5;HDT impex s.r.o.;Botanická 283/3, 362 63 Dalovice, Česká republika;info@hdt.cz;+420353222267;www.hdt.cz;
30307390;Sommer cable Onyx 2x2 RCA cable 2x 0,25 mm, 0,5 m;Sommer Cable;41,52;41,52;;51,9;51,9;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30307392;Sommer cable Onyx 2x2 RCA cable 2x 0,25 mm, 1 m;Sommer Cable;42,47;42,47;;53,09;53,09;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30307394;Sommer cable Onyx 2x2 RCA cable 2x 0,25 mm, 3 m;Sommer Cable;46,28;46,28;;57,85;57,85;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50120060;Zrcadlová koule 40 cm černá;Eurolite;86,35;86,35;;110,71;110,71;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50120065;Zrcadlová koule 50 cm černá;Eurolite;111,03;111,03;;142,35;142,35;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30235100;Eurozástrčka na zabudování;Accessory;0,94;0,94;28.1.2024;1,18;1,18;8;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
3023523X;Eurozásuvka na zabudování;Omnitronic;1,04;1,04;28.1.2024;1,3;1,3;7;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
59000404;Block and Block DELTA-40, stojan s navijákem, 100kg, 3m;Block and Block;419,1;419,1;31.10.2025;504,93;504,93;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
59000408;Block and Block SIGMA-50, teleskopická věž  Truss lifter, 120kg, 5m;Block and Block;1044,22;1044,22;;1258,09;1258,09;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
59006986;Eurolite A2, ocelový stojan na světla, 260cm, 14kg;Eurolite;36,79;36,79;31.08.2025;47,17;47,17;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
83316100;Halloween tančící duch dívky, 46-80cm;Europalms;58,59;58,59;24.12.2025;72,31;72,31;1;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
SA953160;Adastra RM406, 100V 6-zónový mixážní zesilovač, 6x40W, BT/MP3/FM;Adastra;496;496;;616,67;616,67;1;HDT impex s.r.o.;Botanická 283/3, 362 63 Dalovice, Česká republika;info@hdt.cz;+420353222267;www.hdt.cz;
51930391;Eurolite LED BAR-6 UV světelná lišta, 6x 1W UV LED;Eurolite;88,23;88,23;;110,29;110,29;1;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
25014329;Stagg SMS2, bubenické špejle medium;Stagg;8,7;8,7;31.01.2026;13,15;13,15;20;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014583;Stagg SV-DB, stojan na kontrabas;Stagg;62,04;62,04;;83,84;83,84;1;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014328;Stagg SMS1, bubenické špejle light;Stagg;7,71;7,71;31.12.2025;10,27;10,27;20;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014581;Stagg SV-VN, stojan na housle;Stagg;16,47;16,47;;24,95;24,95;6;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
511046A5;Barevná roura 59cm, tyrkysová;Eurolite;4,13;4,13;;5,58;5,58;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
42000910;PAR 56 CDM stříbrný, dlouhý;Eurolite;117,42;117,42;30.09.2025;146,77;146,77;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
42000920;PAR 56 CDM černý, dlouhý;Eurolite;100,25;100,25;30.09.2025;122,24;122,24;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
92005116;Omnilux 230V/9W E-12, svíčková žárovka malá;Omnilux;1,04;1,04;;1,62;1,62;10;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50800365;Eurolite T-36, bodový reflektor se zástrčkou, černý;Eurolite;23,17;23,17;;30,09;30,09;2;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50800410;PAR 36T SET, stříbrný, bodový reflektor;Eurolite;35,85;35,85;;45,96;45,96;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
89101910;HSD 150/70 G-12 Osram, 7000K, 2000h;Osram;88,76;88,76;;108,25;108,25;1;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50603520;Eurolite COL-1221, policejní maják Colombo, 12V/21W, modrý;Eurolite;13,8;13,14;31.03.2026;18,49;16,43;12;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50603510;Eurolite STA-1221, policejní maják Starsky, 12V/21W, modrý;Eurolite;18,08;18,08;;24,43;24,43;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
50603514;Eurolite STA-1221, policejní maják Starsky, 12V/21W, oranžový;Eurolite;17,86;5,87;31.12.2026;25;8,17;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
F0546580;Halloween dekorační mísa odříznutých uší;Funny Fashion;5,22;5,22;24.12.2025;6,94;6,94;20;ESPA N.V.;Europark 1030, Houthalen-Helchteren 3530, Belgie;info@espa.be;+32 (0)11 79 06 40;www.espa.be;
85010162;Strobo výbojka 250, pro Technostrobe 250 Omnilux;Omnilux;6,25;6,25;;8,38;8,38;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
89513505;Omnilux UV 250W E-40;Omnilux;22,42;22,42;;30,09;30,09;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
5170195A;Eurolite N-19, výrobník mlhy, černý;Eurolite;74,36;74,36;30.11.2025;95,32;95,32;10;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
5170195B;Eurolite N-19, výrobník mlhy, stříbrný;Eurolite;71,75;71,75;;91,99;91,99;8;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30122077;Roadinger CD Case Pro, černý;Roadinger;88,57;88,57;;110,71;110,71;1;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30100952;Omnitronic racková zásuvka 2U, výsuvná, uzamykatelná;Omnitronic;68,99;68,99;;86,24;86,24;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30100953;Omnitronic racková zásuvka 3U, výsuvná, uzamykatelná;Omnitronic;76,03;76,03;;97,47;97,47;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
30100954;Omnitronic racková zásuvka 4U, výsuvná, uzamykatelná;Omnitronic;80,72;80,72;;103,49;103,49;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
25014333;Stagg VNC-1/2, violoncello s pouzdrem;Stagg;354,64;354,64;;479,24;479,24;0;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014334;Stagg VNC-3/4, violoncello s pouzdrem;Stagg;375,52;375,52;;507,46;507,46;0;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014335;Stagg VNC-4/4, violoncello s pouzdrem;Stagg;399,38;399,38;;539,7;539,7;0;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014560;Stagg EVN 4/4 BK, elektrické housle s pouzdrem a sluchátky, černé;Stagg;136,75;136,75;28.02.2026;184,77;184,77;10;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014561;Stagg EVN 4/4 MRD, elektrické housle s pouzdrem a sluchátky, červená metalíza;Stagg;130,97;130,97;31.05.2025;176,98;176,98;2;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014736;Stagg EVN 4/4 MBK, elektrické housle s pouzdrem a sluchátky, černá metalíza;Stagg;130,66;130,66;28.02.2026;176,54;176,54;15;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014523;Stagg VI-REG-4, sada strun pro 3/4 a 4/4 housle;Stagg;7,69;7,69;31.03.2025;11,65;11,65;20;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014522;Stagg VI-REG-1, sada strun pro 1/8, 1/4 a 1/2 housle;Stagg;7,87;7,87;31.01.2026;11,9;11,9;20;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014593;Stagg FPS-L, sada prstýnků, velké;Stagg;2,18;2,18;;3,3;3,3;20;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
25014590;Stagg PHB-100, nádoba se zásobníky na trsátka, 100 ks;Stagg;35,74;35,74;;50,34;50,34;0;European Music Distribution;Chaussée de Wavre 1110 - A4/B3, 1160 Brussels, Belgie;info@emdmusic.com;+32 2 745 09 70;www.emdmusic.com;
13055226;Relacart WAM-402 4CH digitální automatický UHF mix s DSP;Relacart;543,5;543,5;;654,81;654,81;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13055189;Relacart UR-222D mikrofonní 2-kanálový UHF přijímač;Relacart;235,55;235,55;;287,26;287,26;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13030926;Omnitronic MIC SHC-2 konferenční mikrofon;Omnitronic;53,79;53,79;;68,94;68,94;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
11045013;Omnitronic dálkové ovládání pro TUNA-NET internetové rádio;Omnitronic;5,09;5,09;;7,95;7,95;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
11039046;Omnitronic AZX-118A aktivní PA subwoofer 400W;Omnitronic;483,11;483,11;;603,89;603,89;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51930394;Eurolite LED BAR-6 QCL světelná lišta, 6x 4W RGB+UV LED;Eurolite;85,02;85,02;;106,27;106,27;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51930393;Eurolite LED BAR-12 QCL světelná lišta, 12x 4W RGB+UV LED;Eurolite;133,92;133,92;;167,4;167,4;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51930279;Eurolite LED BAR 6x30W COB RGB DMX, světelná lišta;Eurolite;265,04;265,04;;327,21;327,21;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51918317;Eurolite LED Derby 5x10W RGBWA, DMX, IR, paprskový efekt;Eurolite;184,87;184,87;31.01.2026;231,09;231,09;2;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51915321;Eurolite LED 7C-12 Silent Slim reflektor;Eurolite;320,33;296,58;31.03.2026;395,46;370,72;4;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51915320;EUROLITE LED 7C-7 Silent Slim Spot;Eurolite;203,18;203,18;31.01.2025;253,97;253,97;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51741494;Eurolite ILDA cable 10m;Eurolite;31,44;31,44;;40,31;40,31;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51741493;Eurolite ILDA cable 5m;Eurolite;22,59;22,59;;30,32;30,32;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51741083;Eurolite LED FE-1750 Hybrid Laserflower;Eurolite;210,54;184,18;31.03.2026;263,18;230,23;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51701993;Eurolite WLF-1500 Water Low Fog PRO;Eurolite;1152,69;1152,69;31.10.2024;1423,08;1423,08;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
42109900;Eurolite LED Pixel Tower, vertikální světelný efekt;Eurolite;897,06;897,06;;1093,97;1093,97;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
41603600;Eurolite LED PAR-64 COB 3000K 100W Zoom bk;Eurolite;257,82;257,82;31.12.2025;318,29;318,29;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
11038863;Omnitronic BOB-82X Subwoofer black;Omnitronic;210,37;210,37;31.10.2025;262,96;262,96;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
51841972;Futurelight DMH-160 MK2, LED Spot otočná hlavice;Futurelight;1347,81;1347,81;30.11.2025;1643,65;1643,65;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
A2005013;Rukavice Roadie Pro, velikost XL, černé;LTH;15,3;15,3;31.01.2025;17;17;4;;;;;;
20000786;PSSO Set WISE ONE+BP+klopový mikr., 1-kanálový bezdrátový mikrofonní set 823-832 MHz / 863-865 MHz;PSSO;468,91;468,91;;578,91;578,91;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000782;PSSO Set WISE ONE+dyn.mikr., 1-kanálový bezdrátový mikrofonní set 823-832 MHz / 863-865 MHz;PSSO;408,79;408,79;;510,99;510,99;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000778;PSSO Set WISE ONE+BP+ náhlavní mikr., 1-kanálový bezdrátový mikrofonní set 638-668 MHz;PSSO;468,91;468,91;;578,91;578,91;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000776;PSSO Set WISE ONE+BP+klopový mikr.,1-kanálový bezdrátový mikrofonní set 638-668 MHz;PSSO;468,91;468,91;;578,91;578,91;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000774;PSSO Set WISE ONE+kon.mikr., 1-kanálový bezdrátový mikrofonní set 638-668 MHz;PSSO;457,34;457,34;;578,91;578,91;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000788;PSSO Set WISE ONE+BP+ náhlavní mikr., 1-kanálový bezdrátový mikrofonní set 823-832 MHz / 863-865 MHz;PSSO;468,91;468,91;;578,91;578,91;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
20000772;PSSO Set WISE ONE+dyn.mikr., 1-kanálový bezdrátový mikrofonní set 638-668 MHz;PSSO;415,56;415,56;30.06.2025;513,04;513,04;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063410;PSSO WISE kondenzátorová kapsle pro bezdrátový ruční mikrofon;PSSO;58,14;58,14;;74,54;74,54;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063409;PSSO WISE klopový mikrofon pro vysílač / bodypack;PSSO;58,14;58,14;;74,54;74,54;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063408;PSSO WISE náhlavní mikrofon pro vysílač / bodypack;PSSO;58,14;58,14;;74,54;74,54;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063407;PSSO WISE kapesní bezdrátový vysílač (bodypack) 823 - 832 / 863 - 865 MHz;PSSO;138,87;138,87;;178,03;178,03;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063403;PSSO WISE dynamický ruční bezdrátový mikrofon 823 - 832 / 863 - 865 MHz;PSSO;132,91;132,91;;166,14;166,14;2;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063401;PSSO WISE TWO, 2-kanálový mikrofonní přijímač, 823 - 832 / 863 - 865 MHz;PSSO;473,12;473,12;;598,88;598,88;1;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
13063400;PSSO WISE ONE 1, mikrofonní přijímač, 823 - 832 / 863 - 865 MHz;PSSO;291,95;291,95;;360,43;360,43;0;Steinigke Showtechnic GmbH;Andreas-Bauer-Str. 5, Waldbüttelbrunn D-97297, Německo;info@steinigke.de;+499314061600;www.steinigke.de;
